#Timing Information
Average RR Duration		789		ms
Enddiastole time   		732.792		ms
Endsystole time    		436.44		ms


#Timestamps
0		ms
42.336		ms
97.752		ms
140.088		ms
182.424		ms
224.76		ms
267.096		ms
309.432		ms
351.768		ms
394.104		ms
436.44		ms
478.776		ms
521.112		ms
563.448		ms
605.784		ms
648.12		ms
690.456		ms
732.792		ms
775.128		ms
817.464		ms
887.654		ms
929.99		ms
972.326		ms
1014.66		ms
1057		ms
1099.33		ms
1141.67		ms
1184.01		ms
1226.34		ms
1268.68		ms
1311.01		ms
1353.35		ms
1395.69		ms
1438.02		ms
1480.36		ms
1522.69		ms
1565.03		ms
1607.37		ms
