#Timing Information
Average RR Duration		1178		ms
Enddiastole time   		22.135		ms
Endsystole time    		366.583		ms


#Timestamps
0		ms
22.135		ms
37.111		ms
52.087		ms
67.063		ms
82.039		ms
97.015		ms
111.991		ms
126.967		ms
141.943		ms
156.919		ms
171.895		ms
186.871		ms
201.847		ms
216.823		ms
231.799		ms
246.775		ms
261.751		ms
276.727		ms
291.703		ms
306.679		ms
321.655		ms
336.631		ms
351.607		ms
366.583		ms
381.559		ms
396.535		ms
411.511		ms
426.487		ms
441.463		ms
456.439		ms
471.415		ms
486.391		ms
501.367		ms
516.343		ms
531.319		ms
546.295		ms
561.271		ms
576.247		ms
591.223		ms
606.199		ms
621.175		ms
636.151		ms
651.127		ms
666.103		ms
681.079		ms
696.055		ms
711.031		ms
726.007		ms
740.983		ms
755.959		ms
770.935		ms
785.911		ms
800.887		ms
815.863		ms
830.839		ms
845.815		ms
860.791		ms
875.767		ms
890.743		ms
905.719		ms
920.695		ms
935.671		ms
950.647		ms
965.623		ms
980.599		ms
995.575		ms
1010.55		ms
1025.53		ms
1040.5		ms
1055.48		ms
1070.45		ms
1085.43		ms
1100.41		ms
1115.38		ms
1130.36		ms
1145.34		ms
1160.31		ms
1175.29		ms
